gene	modality	n_variants	IR_original	IR_mean	IR_median	CI_lower	CI_upper	includes_1	n_valid_boots
ANKH	rna_seq	159	0.8515406162464986	0.8667626582735041	0.8042328042328042	0.0	2.088775510204081	True	1000
ANKH	cage	159	0.8515406162464986	0.8880607554546986	0.824468085106383	0.0	2.2	True	999
ANKH	dnase	159	0.9094017094017094	0.9164136537585804	0.8956508875739646	0.5136562522089488	1.442718253968254	True	1000
ANKH	chip_histone	159	1.051207729468599	1.0617481493226335	1.0441176470588236	0.43511141024172295	1.7512792397660808	True	1000
IL34	cage	158	0.9078114004222378	0.9255991590349767	0.9088022317188984	0.6413972480884246	1.3123890447120938	True	1000
IL34	dnase	158	0.9231372549019609	0.9215665130008618	0.9179870836217585	0.5995107637216509	1.3048921365519726	True	1000
IL34	chip_histone	158	1.243211334120425	1.2731975411063217	1.2600564069816942	0.8906421491416481	1.7985867031519205	True	1000
RASGEF1C	rna_seq	157	0.735576923076923	0.7645833624521057	0.6651785714285714	0.0	2.7942073170731705	True	975
RASGEF1C	cage	157	0.735576923076923	0.7507149813152919	0.6710526315789473	0.0	2.6812349639133926	True	977
RASGEF1C	dnase	157	0.4343891402714932	0.42531787063519033	0.39342948717948717	0.0	1.129726981056768	True	1000
RASGEF1C	chip_histone	157	1.1239669421487604	1.1310111256069033	1.0999390127692015	0.676801338815096	1.6935369667580296	True	1000
ADAM10	rna_seq	157	1.1060606060606062	1.1237757044809802	1.0670898332436796	0.28265019379844963	2.205087355212355	True	1000
ADAM10	cage	157	1.2012345679012346	1.2164172380537193	1.1785714285714284	0.4310024737167594	2.1451945836814255	True	1000
ADAM10	dnase	157	1.1315789473684212	1.2176659066720348	1.13981981981982	0.7029180093089867	2.1721290024630537	True	1000
ADAM10	chip_histone	157	0.937142857142857	0.9563289836678229	0.9317504409171076	0.5858832086070299	1.4632432323088003	True	1000
CR1	rna_seq	156	0.9870129870129871	0.9708034245397477	0.9743589743589742	0.0	2.0816086634579785	True	982
CR1	cage	156	0.6301369863013698	0.6416099059785688	0.6372124378006732	0.23073170731707318	1.0909801136363637	True	1000
CR1	dnase	156	1.0512605042016807	1.0572213787891727	1.0476190476190477	0.5334923848081744	1.6023524720893143	True	1000
CR1	chip_histone	156	0.911297852474323	0.9090682543473553	0.910026455026455	0.5401347030083443	1.3220707042593265	True	1000
SORL1	rna_seq	155	0.0	0.0	0.0	0.0	0.0	False	960
SORL1	cage	155	1.1983695652173914	1.185013418289587	1.153846153846154	0.0	2.552232142857143	True	997
SORL1	dnase	155	0.86489898989899	0.8865830627663911	0.856927386339151	0.26996717171717177	1.638589527027027	True	1000
SORL1	chip_histone	155	0.5671957671957671	0.5837197149878506	0.5657222110644167	0.12471237804413607	1.2131908786193122	True	1000
NCK2	rna_seq	152	0.7170731707317074	0.741404373752743	0.6761904761904762	0.0	2.4227642276422765	True	993
NCK2	cage	152	0.5052264808362369	0.5150675612632324	0.47077922077922074	0.0	1.7270902547065328	True	999
NCK2	dnase	152	0.7170731707317074	0.7179222580211427	0.6403508771929824	0.0	2.4833333333333334	True	998
NCK2	chip_histone	152	1.1818181818181819	1.2227726537201757	1.1922642574816487	0.492306452998797	2.1773571428571423	True	1000
MME	cage	151	0.0	0.0	0.0	0.0	0.0	False	643
MME	dnase	151	0.0	0.0	0.0	0.0	0.0	False	999
MME	chip_histone	151	0.0	0.0	0.0	0.0	0.0	False	991
PSEN1	rna_seq	137	1.2380952380952381	1.3128267271983007	1.2647058823529413	0.0	2.6693877551020413	True	997
PSEN1	cage	137	0.8340840840840842	0.8484917838448903	0.82953131374949	0.40416351010101004	1.4048780487804877	True	1000
PSEN1	dnase	137	1.4365530303030303	1.5387507627941197	1.432443746729461	0.8894082375218128	2.8860149484536084	True	1000
PSEN1	chip_histone	137	1.148936170212766	1.177879092372987	1.1592023172905526	0.6852270224233669	1.8636740259740259	True	1000
PTK2B	rna_seq	133	2.357723577235772	1.8279128412748349	1.6	0.6015433070866143	3.965811965811966	True	611
PTK2B	cage	133	1.003584229390681	1.1121978145933455	0.9887640449438202	0.48564529220779223	2.3214573732718895	True	1000
PTK2B	dnase	133	1.536945812807882	1.5800040849284274	1.5	0.7496614583333334	2.9117647058823533	True	1000
PTK2B	chip_histone	133	1.570909090909091	1.642721296840634	1.5703703703703704	0.6966348387096775	3.0202743263995533	True	1000
BLNK	rna_seq	127	1.8633540372670807	1.8577609578475682	1.859375	0.7393290043290043	2.883720930232558	True	999
BLNK	cage	127	1.8633540372670807	1.891136417134775	1.8715728715728717	0.8368312452121481	3.0	True	998
BLNK	dnase	127	1.0618279569892475	1.080254150163281	1.056521739130435	0.6816859107420862	1.5920058784383317	True	1000
BLNK	chip_histone	127	1.06553911205074	1.0861015791792172	1.0539707256306445	0.6505238791423003	1.6820997920997922	True	1000
FERMT2	rna_seq	122	0.6547619047619048	0.7274771165270897	0.5944444444444444	0.0	2.584772727272727	True	1000
FERMT2	cage	122	1.1363636363636362	1.2418221656838633	1.076086956521739	0.0	3.3029761904761887	True	1000
FERMT2	dnase	122	0.7118644067796611	0.7967432631728748	0.7118644067796611	0.19005847953216373	1.873333333333333	True	1000
FERMT2	chip_histone	122	0.8778467908902692	1.0051615891351542	0.8538792731764739	0.31333333333333335	2.7191892101990045	True	1000
TSPAN14	rna_seq	119	1.8438095238095238	2.189916344334764	1.875	0.934045584045584	5.086159722222221	True	999
TSPAN14	cage	119	0.0	0.0	0.0	0.0	0.0	False	863
TSPAN14	dnase	119	2.1296296296296298	2.1879766567780172	2.0727272727272728	0.0	4.878819444444444	True	990
TSPAN14	chip_histone	119	1.527777777777778	1.5733796871388877	1.5109438259109313	0.7199924242424243	2.755123626373626	True	1000
USP6NL	rna_seq	116	0.26847290640394084	0.2755424434905883	0.25115207373271886	0.0	0.8636724386724386	False	1000
USP6NL	cage	116	0.26847290640394084	0.27139965384945286	0.2471655328798186	0.0	0.9160014005602239	False	999
USP6NL	dnase	116	0.47368421052631576	0.45029035754755764	0.42460317460317465	0.0	1.1216784591194968	True	1000
USP6NL	chip_histone	116	0.9803921568627451	0.9986082329377421	0.9894001053823474	0.49868678440643394	1.550251655846285	True	1000
PSEN2	rna_seq	111	1.8	1.8069865741688094	1.573529411764706	0.0	6.111111111111111	True	950
PSEN2	cage	111	0.45454545454545453	0.48623357583212407	0.43303571428571425	0.0	1.717339743589743	True	1000
PSEN2	dnase	111	1.5030487804878048	1.9291317807591046	1.5181143605412486	0.6582309903786869	5.811764705882353	True	996
PSEN2	chip_histone	111	2.6373626373626373	2.875314889139645	2.6755555555555555	1.0705614973262032	6.159761904761903	False	1000
TPCN1	rna_seq	106	0.5771428571428572	0.6288246196447581	0.5747126436781609	0.0	2.014125386996904	True	995
TPCN1	cage	106	0.8444022770398482	0.8753774000213446	0.844809834172098	0.21814685314685311	1.7046401515151515	True	1000
TPCN1	dnase	106	1.1842696629213483	1.4454138999260266	1.1855500821018063	0.622555607043559	4.0528296547821165	True	994
TPCN1	chip_histone	106	0.7238095238095238	0.7423332608395928	0.7354537354537355	0.2984671125206839	1.2710087145969495	True	1000
PRKD3	rna_seq	102	1.0222222222222221	1.031875819461162	0.9355332167832168	0.0	2.875829081632652	True	1000
PRKD3	cage	102	1.0222222222222221	1.0713203485349334	0.9757614508253896	0.0	2.9375000000000004	True	1000
PRKD3	dnase	102	0.47619047619047616	0.4991777345319003	0.4686092342342343	0.09414112933849776	1.125	True	1000
PRKD3	chip_histone	102	1.4088669950738917	1.638090701123578	1.4149659863945578	0.6721311475409836	3.9223214285714283	True	997
MINDY2	cage	101	0.0	0.0	0.0	0.0	0.0	False	867
MINDY2	dnase	101	0.6284153005464481	0.6293999179887452	0.618415101343559	0.40656284760845385	0.9133133255633257	False	1000
MINDY2	chip_histone	101	0.9716666666666666	1.0006188712039379	0.9767628205128206	0.6421666666666668	1.5182636335784314	True	1000
SORT1	rna_seq	99	0.9583333333333333	1.2325704051130315	1.2799999999999998	0.0	2.0638297872340425	True	952
SORT1	cage	99	1.1691542288557215	2.7517771786511163	2.499145299145299	1.5047658862876254	5.426408450704222	False	999
SORT1	dnase	99	0.9607843137254902	1.6046573714643504	1.5765611268430817	1.1185797518159803	2.3216265777566085	False	1000
SORT1	chip_histone	99	1.0946745562130178	1.8184450040624205	1.7643529411764707	1.1904460293804555	2.7489477503628446	False	1000
CD2AP	rna_seq	94	1.2647058823529413	1.2729775324310004	1.2686567164179106	1.1527254566210046	1.421921345338983	False	1000
CD2AP	cage	94	1.24	1.2469219950726715	1.24	1.1343533574224631	1.3880597014925373	False	606
CD2AP	dnase	94	1.137377341659233	1.1440371796756454	1.145154280747501	0.8970799891958635	1.3818181818181818	True	1000
CD2AP	chip_histone	94	0.9726740403383215	0.9747732554286728	0.9777777777777777	0.7657898631150575	1.1914646464646463	True	1000
MS4A4A	cage	92	1.303030303030303	1.2862865761355347	1.2647058823529413	0.0	2.636636363636364	True	998
MS4A4A	dnase	92	1.303030303030303	1.3433935187237989	1.3087499999999999	0.0	2.6476034858387796	True	998
PLEKHA1	rna_seq	83	1.4807692307692308	1.4883254724327772	1.4545454545454544	0.0	3.1544615384615384	True	997
PLEKHA1	cage	83	1.148989898989899	1.1785137155213392	1.1338016194331986	0.4658100266754668	2.2043032296650713	True	1000
PLEKHA1	dnase	83	1.2938596491228072	1.339635608907887	1.292763157894737	0.6479845446950709	2.348901098901099	True	1000
PLEKHA1	chip_histone	83	1.125	1.1714869065069018	1.1196680426556587	0.6170177945786465	2.0491738788355622	True	1000
ADAM17	cage	76	0.6521739130434782	0.7619821251011937	0.6363636363636364	0.1836734693877551	2.1173218673218672	True	996
ADAM17	dnase	76	0.5194805194805194	0.6013528244853336	0.52	0.12338120433358528	1.583162393162391	True	998
ADAM17	chip_histone	76	0.6428571428571428	0.744922444269501	0.6176470588235294	0.1505646718146718	2.084352949008121	True	1000
WDR12	rna_seq	74	1.392156862745098	1.4583550127395668	1.1833333333333331	0.0	5.214285714285714	True	958
WDR12	cage	74	1.392156862745098	1.426463755331709	1.1666666666666667	0.0	4.5671875	True	956
WDR12	dnase	74	0.7578947368421052	0.8323020706817601	0.7619047619047619	0.2931808510638298	1.7949999999999997	True	1000
WDR12	chip_histone	74	1.1733333333333333	1.263320201422002	1.1604938271604939	0.4887551440329218	2.6401764705882353	True	1000
PICALM	rna_seq	70	1.4444444444444444	1.5104528890895335	1.3958333333333333	0.0	3.8109243697479	True	997
PICALM	cage	70	0.84375	0.8974294784577105	0.8333333333333334	0.21568627450980393	1.840909090909091	True	1000
PICALM	dnase	70	0.35344827586206895	0.3757698679151633	0.350627990430622	0.07066972562106044	0.8183450888192266	False	1000
PICALM	chip_histone	70	0.3176470588235294	0.32758642983999375	0.3	0.0	0.800454545454545	False	1000
RHOH	rna_seq	68	2.4	2.4572883455509014	2.4897959183673466	0.0	4.428571428571429	True	991
RHOH	cage	68	2.4	2.4673891440006	2.444444444444444	0.0	4.466666666666667	True	985
RHOH	dnase	68	1.5789473684210527	1.62406617826822	1.560846560846561	0.3252264492753624	3.2681051587301577	True	1000
RHOH	chip_histone	68	1.4807692307692308	1.6260722040393054	1.5	0.7592592592592592	3.0612244897959187	True	1000
BIN1	rna_seq	68	0.0	0.0	0.0	0.0	0.0	False	982
BIN1	cage	68	0.3974358974358974	0.40561030019129185	0.3630952380952381	0.0	1.320315789473684	True	999
BIN1	dnase	68	0.0	0.0	0.0	0.0	0.0	False	993
BIN1	chip_histone	68	1.119047619047619	1.171650878901034	1.1270817997791682	0.5652160183066361	2.042135977197897	True	1000
TNIP1	rna_seq	68	0.673469387755102	0.6796827397329945	0.673469387755102	0.0	1.5	True	870
TNIP1	cage	68	0.9126984126984126	0.9774332422674605	0.8931598062953995	0.640625	1.9649999999999967	True	980
TNIP1	dnase	68	0.9790209790209791	0.9796041442672035	0.9736928197094665	0.7160829493087557	1.2974528436900705	True	1000
TNIP1	chip_histone	68	1.0344827586206897	1.035440861225628	1.0287462259653584	0.7519419642857144	1.357103448275862	True	1000
SNX1	cage	63	0.6935483870967742	0.6943169361266943	0.6935483870967742	0.5727049180327868	0.8064516129032258	False	635
SNX1	dnase	63	0.7575757575757576	0.7611472993258114	0.7575540193904613	0.5230408653846155	1.0133851540616245	True	1000
SNX1	chip_histone	63	0.9090909090909091	0.9187576166756576	0.9090909090909092	0.6406941045606229	1.2308388157894739	True	1000
CASS4	rna_seq	62	0.39705882352941174	0.4350380261497569	0.3969099785663253	0.0	1.5006578947368414	True	1000
CASS4	cage	62	0.9272727272727271	0.9689551272297207	0.9210115864527629	0.0	2.250373931623931	True	1000
CASS4	dnase	62	1.0784313725490198	1.2967059972252517	1.0784313725490198	0.43137254901960786	3.464423076923074	True	958
CASS4	chip_histone	62	0.7399999999999999	0.7814219846211754	0.7279220779220779	0.2276818181818182	1.7149600399600384	True	1000
ABCA7	dnase	54	0.5849056603773585	0.5835831028491766	0.5849056603773585	0.44189042089985486	0.7169811320754716	False	639
ABCA7	chip_histone	54	1.2380952380952381	1.4101684431572268	1.24	0.7000000000000001	3.3258579126488934	True	998
EED	rna_seq	51	0.39166666666666666	0.40528211045580625	0.375	0.0	1.3112301587301585	True	975
EED	cage	51	1.1199999999999999	1.138090920242044	1.1224489795918369	0.5082236024844721	1.8185606060606057	True	1000
EED	dnase	51	1.0793650793650793	1.100041526316986	1.0628891232606403	0.675	1.7312062937062933	True	1000
EED	chip_histone	51	1.0025575447570334	1.0406900378887263	1.0074074074074075	0.637357791692389	1.6468963068181819	True	1000
MYO15A	rna_seq	47	2.0454545454545454	2.186516543588383	2.0454545454545454	0.0	6.571428571428571	True	863
MYO15A	cage	47	0.5194805194805194	0.5806134324280787	0.48750000000000004	0.0	2.2222499999999976	True	998
MYO15A	dnase	47	0.2391304347826087	0.23564206370910865	0.2391304347826087	0.1111111111111111	0.3695652173913043	False	644
MYO15A	chip_histone	47	1.5483870967741937	1.8929953370610133	1.5483870967741937	0.5090379901960784	5.577324973876698	True	966
SPPL2A	rna_seq	46	0.0	0.0	0.0	0.0	0.0	False	636
SPPL2A	cage	46	0.0	0.0	0.0	0.0	0.0	False	865
SPPL2A	dnase	46	0.7714285714285714	0.7901251721391962	0.7417989417989417	0.0	1.7763309716599192	True	1000
SPPL2A	chip_histone	46	1.0227272727272727	1.0876933111278027	1.0023923444976077	0.3871875	2.2857142857142856	True	1000
CTSH	cage	44	1.3	1.5278501582850341	1.2424242424242422	0.0	6.0	True	997
CTSH	dnase	44	1.607142857142857	2.0135192161701734	1.5882352941176472	0.0	7.153846153846155	True	989
CTSH	chip_histone	44	0.7499999999999999	0.983595599681024	0.7499999999999999	0.0	3.333333333333333	True	983
SCIMP	rna_seq	44	0.9027777777777778	0.9817049480426807	0.8823529411764707	0.23992307692307693	2.223529411764706	True	999
SCIMP	cage	44	0.5847953216374269	0.6321253166359874	0.5631038647342995	0.10952380952380952	1.5360855263157884	True	1000
SCIMP	dnase	44	0.5785714285714285	0.6898532418393455	0.588235294117647	0.2380952380952381	1.843212365591394	True	983
SCIMP	chip_histone	44	0.5396825396825397	0.6147138364105809	0.5246913580246912	0.1515151515151515	1.575555555555554	True	1000
CTSB	cage	42	1.1486486486486487	1.2202486342784913	1.1239035087719298	0.8444331983805667	2.364864864864865	True	984
CTSB	dnase	42	1.1229946524064172	1.1396872167649585	1.1229946524064172	0.923	1.4458745059288536	True	1000
CTSB	chip_histone	42	0.9799498746867169	0.9879285443538522	0.984375	0.7878787878787878	1.217512077294686	True	1000
PRDM7	dnase	41	0.8518518518518519	0.8970645209811106	0.8509259259259259	0.3925135588842975	1.7072445436507928	True	1000
PRDM7	chip_histone	41	1.346153846153846	1.524876420448658	1.348148148148148	0.680952380952381	3.310344827586207	True	999
WNT3	rna_seq	36	0.8947368421052632	0.9268251579290891	0.8947368421052632	0.0	2.2666666666666666	True	853
WNT3	cage	36	0.5555555555555556	0.5734334242819639	0.5555555555555556	0.0	1.4597953964194366	True	999
WNT3	dnase	36	0.8947368421052632	0.9385898196613801	0.9411764705882353	0.0	2.1978124999999995	True	848
WNT3	chip_histone	36	0.6176470588235294	0.645309652738316	0.6176470588235294	0.0	1.3752976190476187	True	999
TMEM106B	rna_seq	35	1.1	1.100878121616013	1.0460784313725489	0.0	3.0	True	884
TMEM106B	cage	35	1.1071428571428572	1.1511514180948776	1.1	0.0	2.818181818181818	True	982
TMEM106B	dnase	35	0.9	0.9529974559121926	0.888888888888889	0.320949074074074	1.9453124999999991	True	1000
TMEM106B	chip_histone	35	1.125	1.199548548192222	1.126602564102564	0.32185897435897437	2.5	True	1000
CASP7	rna_seq	33	0.0	0.0	0.0	0.0	0.0	False	655
CASP7	cage	33	0.0	0.0	0.0	0.0	0.0	False	640
CASP7	dnase	33	0.0	0.0	0.0	0.0	0.0	False	667
CASP7	chip_histone	33	0.7428571428571428	0.9271066755603388	0.625	0.0	4.517499999999996	True	994
ACE	cage	32	0.630252100840336	0.6330791190650564	0.6086956521739131	0.0	1.315833333333333	True	1000
ACE	dnase	32	0.6129032258064516	0.6121824113098822	0.6129032258064516	0.4482758620689655	0.7741935483870968	False	654
ACE	chip_histone	32	1.0	1.0201781940566275	1.0	0.39305555555555555	1.7181818181818185	True	1000
RBCK1	rna_seq	31	0.0	0.0	0.0	0.0	0.0	False	875
RBCK1	cage	31	1.1555555555555557	1.2428152515329955	1.1363636363636365	0.0	3.2222222222222223	True	996
RBCK1	dnase	31	0.6095238095238095	0.6838822042636081	0.6071428571428571	0.1538095238095238	1.7788690476190465	True	1000
RBCK1	chip_histone	31	0.45833333333333337	0.5112386596572415	0.4513888888888889	0.11894257703081232	1.2636591478696735	True	998
TSPOAP1	cage	28	0.9166666666666666	0.9935551141125888	0.8333333333333334	0.37037037037037035	2.7151515151515127	True	889
TSPOAP1	dnase	28	1.1956521739130435	1.3316096705640594	1.1538461538461537	0.4601762820512821	3.2727272727272725	True	864
TSPOAP1	chip_histone	28	1.5555555555555556	1.7518635618515115	1.5384615384615385	0.6662337662337663	4.344444444444447	True	997
CLU	dnase	27	0.46428571428571425	0.524577215799454	0.4	0.0	2.0625	True	907
CLU	chip_histone	27	0.0	0.03962460896767466	0.0	0.0	1.0	True	959
APH1B	dnase	26	0.9047619047619048	0.9360093136163957	0.8578643578643579	0.0	2.1714285714285713	True	1000
APH1B	chip_histone	26	0.8333333333333334	0.9103767158583823	0.8555555555555556	0.2932727272727273	2.0	True	1000
IDUA	dnase	25	1.4166666666666665	1.6624306646462732	1.4545454545454546	0.36734693877551017	4.233333333333323	True	999
IDUA	chip_histone	25	0.53125	0.5912116251077967	0.509090909090909	0.0	1.7505208333333329	True	1000
LILRB2	chip_histone	25	1.2923076923076922	1.4995875002335404	1.2727272727272727	0.5330729166666667	3.833096590909091	True	996
PILRA	cage	23	0.65	0.8002506431459756	0.65	0.0	2.7272727272727275	True	983
PILRA	chip_histone	23	0.5454545454545455	0.6592889849629444	0.5128205128205129	0.0	2.5785714285714287	True	991
WDR81	rna_seq	23	0.7916666666666667	0.9404689723022155	0.72	0.0	3.5625	True	990
WDR81	cage	23	0.48214285714285715	0.5612412421118934	0.45918367346938777	0.0	1.6	True	985
WDR81	chip_histone	23	1.09375	1.2502170951678953	1.0666666666666667	0.25495798319327734	3.239010989010995	True	877
TREML2	cage	20	3.8000000000000003	4.584103121700625	3.8000000000000003	2.111111111111111	17.0	False	641
TREML2	chip_histone	20	3.8000000000000003	4.590852800450324	3.8000000000000003	2.111111111111111	9.5	False	646
HLA-DQA1	rna_seq	19	0.0	0.015479876160990712	0.0	0.0	0.0	False	646
HLA-DQA1	cage	19	0.46153846153846156	0.5154851717968548	0.3888888888888889	0.0	1.7687499999999992	True	900
HLA-DQA1	dnase	19	0.0	0.012060301507537688	0.0	0.0	0.0	False	995
HLA-DQA1	chip_histone	19	2.833333333333333	3.8505298328481716	2.833333333333333	0.0	18.0	True	867
EPHA1	cage	19	0.925925925925926	1.0205802818356688	0.9230769230769231	0.3055555555555555	2.3333333333333335	True	1000
EPHA1	dnase	19	0.5142857142857143	0.5397175930149319	0.5142857142857143	0.13727678571428573	1.083522727272727	True	1000
EPHA1	chip_histone	19	0.48148148148148145	0.49302247035261915	0.46666666666666673	0.0	1.25	True	1000
SIGLEC11	rna_seq	18	0.0	0.04617834394904458	0.0	0.0	1.0	True	628
SIGLEC11	cage	18	2.0	1.5338258636307238	1.25	0.0	5.0	True	679
SIGLEC11	chip_histone	18	0.5714285714285714	0.5073699082634219	0.4	0.0	1.5384615384615385	True	672
TREM2	chip_histone	14	0.0	0.1275395033860045	0.0	0.0	1.0	True	886
UNC5CL	chip_histone	13	0.0	0.03611971104231166	0.0	0.0	1.0	True	969
SPI1	rna_seq	12	0.0	0.0365296803652968	0.0	0.0	1.0	True	657
SPI1	cage	12	0.0	0.03733602421796166	0.0	0.0	1.0	True	991
SPI1	dnase	12	0.6666666666666666	0.5877765121768119	0.5	0.0	1.6666666666666667	True	667
MAF	rna_seq	12	3.666666666666667	4.6979999999999995	3.666666666666667	1.7999999999999998	11.0	False	600
MAF	cage	12	1.6666666666666667	2.1228062981794324	1.6666666666666667	0.0	10.0	True	871
MAF	dnase	12	1.6666666666666667	2.0985559360730592	1.6666666666666667	0.0	9.125	True	876
MAF	chip_histone	12	1.6666666666666667	2.0319451309935737	1.5714285714285714	0.0	9.0	True	867
ADAMTS1	cage	10	inf	1.0	1.0	1.0	1.0	True	329
ADAMTS1	dnase	10	inf	1.0	1.0	1.0	1.0	True	239
ADAMTS1	chip_histone	10	inf	1.0	1.0	1.0	1.0	True	296
